year,Round,Circuit,Driver,Team,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,Wet,GridPosition,IsSprintWeekend,FP1_s_Delta_pct,FP2_s_Delta_pct,FP3_s_Delta_pct
2022,5,20,13,9,33.2,50.8,40.0,1008.5,1.6,0.0,0,19.0,0,0.049825462688533245,0.03307834285841351,0.02294472005669741
2022,5,20,15,2,33.2,50.8,40.0,1008.5,1.6,0.0,0,1.0,0,0.0,0.0011785896951232464,0.0021482990786676403
2022,5,20,16,3,33.2,50.8,40.0,1008.5,1.6,0.0,0,16.0,0,0.016037673714022246,0.010929751606662413,0.01022103118355778
2022,5,20,17,3,33.2,50.8,40.0,1008.5,1.6,0.0,0,15.0,0,0.04222924762343843,0.018334852898663535,0.008260985116938287
2022,5,20,18,5,33.2,50.8,40.0,1008.5,1.6,0.0,0,8.0,0,0.01665239632044607,0.006637906113100071,0.014285081502480422
2022,5,20,20,8,33.2,50.8,40.0,1008.5,1.6,0.0,0,4.0,0,0.002228369448286493,0.002357179390246651,0.0
2022,5,20,22,5,33.2,50.8,40.0,1008.5,1.6,0.0,0,14.0,0,0.016399920964236314,0.01412083880006222,0.01576895818568383
2022,5,20,23,6,33.2,50.8,40.0,1008.5,1.6,0.0,0,12.0,0,0.0007793804474302175,0.0,0.017939404677533716
2022,5,20,24,2,33.2,50.8,40.0,1008.5,1.6,0.0,0,2.0,0,0.004720191442183218,0.011407858747136875,0.009611977321048846
2022,5,20,26,1,33.2,50.8,40.0,1008.5,1.6,0.0,0,10.0,0,0.027201475334255355,0.01882407880984676,0.015071314670446537
2022,5,20,27,7,33.2,50.8,40.0,1008.5,1.6,0.0,0,9.0,0,0.032327822784254404,0.014699014876915238,0.015004872430900115
2022,5,20,28,8,33.2,50.8,40.0,1008.5,1.6,0.0,0,3.0,0,0.001964916902676261,0.012284809695372101,0.0038204287739191938
2022,5,20,29,1,33.2,50.8,40.0,1008.5,1.6,0.0,0,13.0,0,0.021142066785220334,0.01617781138117368,0.00824991141034732
2022,5,20,30,4,33.2,50.8,40.0,1008.5,1.6,0.0,0,17.0,0,0.021098158027618576,0.010251506593430998,0.019345765414599574
2022,6,9,0,9,34.7,47.2,18.0,1003.4,3.0,0.0,0,19.0,0,0.013986837370743832,0.03324965482615791,0.022564308278593955
2022,6,9,1,0,34.7,47.2,18.0,1003.4,3.0,0.0,0,17.0,0,0.011775316931402487,0.006690096648675804,0.015155693727122159
2022,6,9,5,4,34.7,47.2,18.0,1003.4,3.0,0.0,0,7.0,0,0.03490003507541215,0.02708673277268735,0.012648548362834081
2022,6,9,9,7,34.7,47.2,18.0,1003.4,3.0,0.0,0,14.0,0,0.01996793105176121,0.01565206476716455,0.013468990841666749
2022,6,9,11,6,34.7,47.2,18.0,1003.4,3.0,0.0,0,6.0,0,0.012313975046349703,0.0025605623195681373,0.0028832171689313264
2022,6,9,13,9,34.7,47.2,18.0,1003.4,3.0,0.0,0,20.0,0,0.03987322743899374,0.0442701142211623,0.0331820688963545
2022,6,9,15,2,34.7,47.2,18.0,1003.4,3.0,0.0,0,1.0,0,0.0,0.0,0.0
2022,6,9,16,3,34.7,47.2,18.0,1003.4,3.0,0.0,0,8.0,0,0.028323395299894718,0.016857035270490817,0.010956225241939467
2022,6,9,17,3,34.7,47.2,18.0,1003.4,3.0,0.0,0,10.0,0,0.029037430475522347,0.013643780594954228,0.07139096424810701
2022,6,9,18,5,34.7,47.2,18.0,1003.4,3.0,0.0,0,11.0,0,0.01817657964623933,0.046667503451738465,0.00791004362432934
2022,6,9,19,0,34.7,47.2,18.0,1003.4,3.0,0.0,0,12.0,0,0.025843062584556827,0.013493159282038444,0.013914656771799622
2022,6,9,20,8,34.7,47.2,18.0,1003.4,3.0,0.0,0,5.0,0,0.013986837370743832,0.012074808585414877,0.006117434688863254
2022,6,9,22,5,34.7,47.2,18.0,1003.4,3.0,0.0,0,9.0,0,0.0239139149170716,0.021526295970879922,0.014265657122799867
2022,6,9,23,6,34.7,47.2,18.0,1003.4,3.0,0.0,0,4.0,0,0.009545522874179492,0.0014685578009288871,0.0018552875695732353
2022,6,9,24,2,34.7,47.2,18.0,1003.4,3.0,0.0,0,3.0,0,0.00098962769955396,0.00401656834442065,0.0044752544752544665
2022,6,9,26,1,34.7,47.2,18.0,1003.4,3.0,0.0,0,18.0,0,0.026206343638823452,0.019819254424500984,0.021912450483878933
2022,6,9,27,7,34.7,47.2,18.0,1003.4,3.0,0.0,0,13.0,0,0.024878488750814123,0.020271118363248335,0.02102241387955664
2022,6,9,28,8,34.7,47.2,18.0,1003.4,3.0,0.0,0,2.0,0,0.004209049456331093,0.004217396761641754,0.0009025723311436157
2022,6,9,29,1,34.7,47.2,18.0,1003.4,3.0,0.0,0,16.0,0,0.029262915267825807,0.012965984686833203,0.01469187183472894
2022,6,9,30,4,34.7,47.2,18.0,1003.4,3.0,0.0,0,15.0,0,0.013986837370743832,0.02756370026358727,0.01791355362783919
2022,7,14,0,9,26.6,47.8,45.0,1003.5,0.8,0.0,0,16.0,0,0.021185815298332147,0.02518718343977095,0.019399525360119293
2022,7,14,1,0,26.6,47.8,45.0,1003.5,0.8,0.0,0,7.0,0,0.016342193181360633,0.017286941202378333,0.015301617087035636
