Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,FP1_s,FP2_s,FP3_s,IsSprintWeekend,SubSession_ord,Wet
2023,1,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2023,HUL,Haas F1 Team,Q3,91.055,10.0,29.132,39.069,22.854,2.0,SOFT,True,242.0,270.0,286.0,315.0,24.0,28.2,17.0,1017.7,0.6,0.0,95.043,91.376,93.423,0,3,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,VER,Red Bull Racing,Q1,88.761,15.0,32.268,28.188,28.305,2.0,SOFT,True,293.0,331.0,311.0,337.0,27.0,31.7,45.0,1010.5,1.6,0.0,89.617,89.603,88.485,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,PER,Red Bull Racing,Q1,89.244,1.0,32.699,28.193,28.352,6.0,SOFT,False,292.0,329.0,308.0,334.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.1,89.902,89.098,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ALO,Aston Martin,Q1,89.298,3.0,32.48,28.185,28.633,6.0,SOFT,True,290.0,320.0,300.0,327.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.315,89.811,89.483,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,STR,Aston Martin,Q1,89.335,6.0,32.276,28.39,28.669,6.0,SOFT,True,292.0,319.0,299.0,321.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.577,90.11,89.509,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,LEC,Ferrari,Q1,89.376,2.0,32.544,28.337,28.495,4.0,SOFT,True,289.0,327.0,305.0,331.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.118,90.341,89.588,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,SAI,Ferrari,Q1,89.411,5.0,32.645,28.294,28.472,8.0,SOFT,True,290.0,327.0,306.0,332.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.924,90.592,89.761,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,HUL,Haas F1 Team,Q1,89.547,11.0,32.706,28.312,28.529,4.0,SOFT,True,291.0,328.0,304.0,333.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.552,90.181,89.933,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,RUS,Mercedes,Q1,89.592,4.0,32.581,28.305,28.706,4.0,SOFT,True,290.0,321.0,302.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.771,90.07,89.811,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,ZHO,Alfa Romeo,Q1,89.654,12.0,32.633,28.436,28.585,4.0,SOFT,True,289.0,322.0,298.0,328.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.986,90.837,89.917,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,HAM,Mercedes,Q1,89.689,8.0,32.573,28.392,28.724,4.0,SOFT,True,289.0,322.0,301.0,327.0,27.0,31.7,45.0,1010.5,1.6,0.0,90.787,90.599,89.568,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,PIA,McLaren,Q1,89.706,9.0,32.645,28.401,28.66,4.0,SOFT,True,290.0,320.0,301.0,319.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.491,90.964,89.698,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,OCO,Alpine,Q1,89.707,7.0,32.613,28.393,28.701,7.0,SOFT,True,290.0,320.0,306.0,325.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.181,90.039,89.953,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,SAR,Williams,Q1,89.721,20.0,32.779,28.335,28.607,2.0,SOFT,True,293.0,325.0,302.0,332.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.922,90.959,90.035,0,1,0
2023,2,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,MAG,Haas F1 Team,Q1,89.744,13.0,32.69,28.387,28.667,2.0,SOFT,True,289.0,328.0,308.0,335.0,27.0,31.7,45.0,1010.5,1.6,0.0,91.566,90.82,90.131,0,1,0
