Year,Round,Circuit,Driver,Team,SubSession,LapTime_s,GridPosition,Sector1_s,Sector2_s,Sector3_s,TyreLife,Compound,FreshTyre,SpeedI1,SpeedI2,SpeedFL,SpeedST,AirTemp_C,TrackTemp_C,Humidity_pct,Pressure_hPa,WindSpeed_ms,Rainfall,SubSession_ord,Wet
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,NOR,McLaren,Q2,75.415,1.0,26.194,17.03,32.191,5.0,SOFT,False,289.0,325.0,310.0,328.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,PIA,McLaren,Q2,75.468,2.0,26.171,17.111,32.186,2.0,SOFT,True,290.0,324.0,305.0,323.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,VER,Red Bull Racing,Q2,75.565,3.0,26.09,17.003,32.472,5.0,SOFT,False,289.0,328.0,308.0,330.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,RUS,Mercedes,Q2,75.798,4.0,26.373,17.128,32.297,5.0,SOFT,False,290.0,324.0,309.0,321.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,LEC,Ferrari,Q2,75.827,7.0,26.184,17.155,32.488,2.0,SOFT,True,289.0,320.0,303.0,323.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,HAM,Ferrari,Q2,75.919,8.0,26.15,17.223,32.546,2.0,SOFT,True,289.0,321.0,306.0,324.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,SAI,Williams,Q2,75.931,10.0,26.269,17.078,32.584,2.0,SOFT,True,287.0,328.0,308.0,327.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,TSU,Racing Bulls,Q2,76.009,5.0,26.264,17.193,32.552,2.0,SOFT,True,289.0,325.0,307.0,325.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,ALB,Williams,Q2,76.017,6.0,26.186,17.034,32.797,2.0,SOFT,True,289.0,328.0,309.0,327.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,GAS,Alpine,Q2,76.112,9.0,26.4,17.152,32.56,2.0,SOFT,True,287.0,325.0,307.0,324.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,HAD,Racing Bulls,Q2,76.175,11.0,26.345,17.148,32.682,2.0,SOFT,True,289.0,328.0,309.0,329.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
2025,1,FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025,ALO,Aston Martin,Q2,76.453,12.0,26.374,17.188,32.891,2.0,SOFT,True,287.0,328.0,305.0,330.0,30.1,40.7,48.0,1009.4,0.7,0.0,2,0
